,source,author,title,description,url,urlToImage,publishedAt,content,keyword,article_sentiment,article_confidence,sentiment,confidence
76,BBC News,https://www.facebook.com/bbcnews,'Surreal' January wildfire shuts California highway,"An unseasonal blaze rages in the Monterey County, forcing evacuations and the closure of Highway 1.",https://www.bbc.co.uk/news/world-us-canada-60092300,https://ichef.bbci.co.uk/news/1024/branded_news/94A6/production/_122945083_californiafire.png,2022-01-22T21:38:44Z,"Image source, The Mercury News via Getty Images
Image caption, Flames were seen moving towards the famous Bixby Creek Bridge on Saturday morning
An unseasonal wildfire is raging in California's Mon… [+1259 chars]",Helping,,,NEGATIVE,0.9870961904525757
77,The Atlantic,Michael Waters,The New Personal Website Isn’t Really a Website at All,"Instagram and TikTok stars are helping transform simplistic “link-in-bio” pages into sprawling, interactive displays.",https://www.theatlantic.com/technology/archive/2022/01/instagram-tik-tok-link-in-bio-linktree/621365/?utm_source=feed,,2022-01-26T13:00:00Z,"Like a lot of singers, Piper Rockelle has a link at the top of her TikTok profile page where her over 8 million followers can check out her music. But instead of sending them to YouTube or Spotify, t… [+8637 chars]",Helping,,,POSITIVE,0.9987906813621521
78,BBC News,,Hong Kong: Secret rescue network to evade hamster Covid cull,An underground network of animal lovers is helping Hong Kong hamster owners avoid a government cull.,https://www.bbc.co.uk/news/av/world-asia-60081134,https://ichef.bbci.co.uk/news/1024/branded_news/E3D3/production/_122932385_p0bjkgzf.jpg,2022-01-21T12:16:21Z,"An underground network of animal lovers is helping Hong Kong hamster owners avoid a government cull. 
Authorities began the animal extermination program after humans and hamsters tested positive for… [+169 chars]",Helping,,,POSITIVE,0.9932286739349365
79,New York Times,Rick Rojas,"With Nightmares and Tears, a Kentucky Town Feels the Long Reach of a Tornado’s Trauma","The physical toll on Mayfield, Ky., is evident. The psychological anguish will be equally difficult to overcome.",https://www.nytimes.com/2022/01/25/us/tornadoes-kentucky.html,https://static01.nyt.com/images/2022/01/21/us/21candle-factory-1/21candle-factory-1-facebookJumbo.jpg,2022-01-25T08:00:13Z,"Mr. Holt had prided himself on his physical fitness, but he lost 20 pounds in the hospital and feels out of shape. He is even more concerned about his mental health. An able mind, he said, is 10 time… [+1513 chars]",Helping,,,NEGATIVE,0.9593186974525452
80,New York Times,Katharine Q. Seelye,"Esteban Torres, Congressional Advocate for Latinos, Dies at 91","A California Democrat who for a time served as chairman of the Congressional Hispanic Caucus, he dedicated himself to fighting poverty.",https://www.nytimes.com/2022/01/29/us/politics/esteban-torres-dead.html,https://static01.nyt.com/images/2022/01/28/obituaries/28Torres1/28Torres1-facebookJumbo.jpg,2022-01-29T20:01:35Z,"She said Mr. Torres played a crucial role in the passage and implementation of the 1986 Immigration Reform and Control Act, which gave legal status to more than three million people.
He pushed for c… [+1521 chars]",Helping,,,POSITIVE,0.5261794328689575
81,New York Times,James Wagner,MLB Owners Move in Players' Direction but Spring Training Delay Is Likely,"The latest offer would raise minimum salaries and tweak the luxury tax system. But with pitchers and catchers scheduled to report this week, players remain underwhelmed.",https://www.nytimes.com/2022/02/12/sports/baseball/mlb-lockout-spring-training.html,https://static01.nyt.com/images/2022/02/10/multimedia/10mlb-lockout/10mlb-lockout-facebookJumbo.jpg,2022-02-13T00:59:05Z,"Overall, the union has been seeking a series of improvements to the economic structure of the sport, with a goal of helping younger players, improving competition among teams, curbing service time ma… [+1468 chars]",Helping,,,NEGATIVE,0.98248291015625
82,The Guardian,PA Media,Bruce Mouat credits sports psychologist for narrow GB curling win over Australia,<ul><li>Mouat and Jennifer Dodds blow 6-1 lead but sneak 9-8 win</li><li>‘I feel so much more confidence in myself and my abilities again’</li></ul>Bruce Mouat credited a meeting with his team’s sports psychologist for helping narrowly avoid embarrassment in …,https://amp.theguardian.com/sport/2022/feb/04/bruce-mouat-credits-sports-psychologist-for-narrow-gb-curling-win-over-australia,https://i.guim.co.uk/img/media/bcb35b4853f1f83ceb59fa5ba7442125d4d0656a/304_582_5719_3433/master/5719.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=a4e58ceb139afa430e6944c6163feac6,2022-02-04T11:55:29Z,"Bruce Mouat credited a meeting with his teams sports psychologist for helping narrowly avoid embarrassment in Great Britains curling mixed doubles preliminary round win over Australia on Friday.
Mou… [+1572 chars]",Helping,,,POSITIVE,0.9991229176521301
83,The Guardian,Sally Weale Education correspondent,"Focus on phonics to teach reading is ‘failing children’, says landmark study","Government urged to drop emphasis on synthetic phonics in English schools as not backed up by latest evidenceA landmark study has described the way primary school pupils are taught to read in England as “uninformed and failing children”, calling on the govern…",https://amp.theguardian.com/education/2022/jan/19/focus-on-phonics-to-teach-reading-is-failing-children-says-landmark-study,https://i.guim.co.uk/img/media/72152dcfcb96baeb14f34f46d7364efdd9257231/0_272_4992_2995/master/4992.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=18cf25ecb2b11ca9a9e82d08123b7873,2022-01-19T06:00:05Z,"A landmark study has described the way primary school pupils are taught to read in England as uninformed and failing children, calling on the government to drop its narrow focus on phonics.
Research… [+4554 chars]",Helping,,,NEGATIVE,0.9965971112251282
84,Yahoo Entertainment,WKBW - Buffalo Scripps,"""Touchdown Plow"" keeping busy, lending a helping hand","“We turn on music and turn on the lights and just, you know, I'm trying to teach my kid that helping your neighbors is the right thing to do.”",https://news.yahoo.com/touchdown-plow-keeping-busy-lending-122051106.html,https://s.yimg.com/ny/api/res/1.2/8X0DoWSoaWJy16qhfNtpZA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/hd/cp-video-transcode/production/06de39b8-a83b-3444-b13c-0749b4997ec6/2022-02-05/12-23-39/12b82866-9306-5c2c-a276-897c6d556cb7/stream_1280x720x0_v2_3_0.jpg,2022-02-05T12:20:51Z,"Faith Hill and her youngest daughter, Audrey McGraw, are the cutest duo in a snapshot shared by Audrey on her Instagram page. Their twinning outfits from a family vacation back in 2019 show that the … [+134 chars]",Helping,,,POSITIVE,0.765693724155426
85,BBC News,https://www.facebook.com/bbcnews,Joe Rogan: Four claims from his Spotify podcast fact-checked,The US broadcaster has been criticised for helping spread misinformation - we look at some of his claims.,https://www.bbc.co.uk/news/60199614,https://ichef.bbci.co.uk/news/1024/branded_news/2860/production/_123063301_gettyimages-681794972.jpg,2022-01-31T19:30:01Z,"By Reality Check teamBBC News
Image source, Getty Images
Image caption, The Joe Rogan Experience is Spotify's most popular podcast
Joe Rogan has been criticised for helping spread misinformation o… [+4501 chars]",Helping,,,NEGATIVE,0.9505363702774048
86,Github.com,Klint Finley,Back-end languages are coming to the front-end,A new crop of tools is helping developers build web UI components on the backend—no JavaScript required!,https://github.com/readme/featured/server-side-languages-for-front-end,https://images.ctfassets.net/s5uo95nf6njh/4mz7ILgnVlO4CxQiNb37jW/df646adc2e8e1367b073ded9010d7176/1200x628-ReadMe-FB_Post-Liveview_2x.jpg,2022-02-09T05:19:37Z,"In the early days of networked computing, mainframes did all the heavy lifting: users connected to massive machines with video terminals that could do little more than send and receive text. Then in … [+13113 chars]",Helping,,,POSITIVE,0.9982748031616211
87,The Verge,Jon Porter,Intel selects Ohio for ‘largest silicon manufacturing location on the planet’,"Chip manufacturer Intel will reportedly spend at least $20 billion on a new chip manufacturing site in Ohio. The 1,000-acre location will play host to two chip factories, and is set to directly employ at least 3,000 people.",https://www.theverge.com/2022/1/21/22894612/intel-ohio-chip-plant-20-billion-processor-shortage,https://cdn.vox-cdn.com/thumbor/Tcag6KHHEptjtZgSlH-z_Lwj2WQ=/0x145:2012x1198/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23184189/Intel_fabrication_plants_1.jpg,2022-01-21T10:14:21Z,"Intel will spend at least $20 billion on new manufacturing hub near Columbus
A render of the planned site.
Image: Intel
Chip manufacturer Intel will spend at least $20 billion on a new chip manufa… [+3028 chars]",Helping,,,NEGATIVE,0.9401751160621643
88,Gizmodo.com,Angely Mercado,The U.S. Is Pumping $5 Billion Into EV Charging Stations,"The U.S. Department of Energy announced it will invest about $5 billion into a nationwide electric vehicle charging network, in hopes of making electric vehicle charging “accessible to all Americans” to encourage more people to trade gas-guzzling cars for ele…",https://gizmodo.com/the-u-s-is-pumping-5-billion-into-ev-charging-station-1848525621,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/22057aa20307f3b79d4aa49a50966e12.jpg",2022-02-11T22:15:51Z,"The U.S. Department of Energy announced it will invest about $5 billion into a nationwide electric vehicle charging network, in hopes of making electric vehicle charging accessible to all Americans t… [+2035 chars]",Helping,,,POSITIVE,0.6474152207374573
89,BBC News,,India to face England in U19 World Cup final after win over Australia,India's under-19 cricket team defeat Australia by 96 runs in their World Cup semi-final match in Antigua.,https://www.bbc.co.uk/sport/cricket/60233492,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/AD34/production/_123104344_gettyimages-1368230609.jpg,2022-02-02T22:35:45Z,"India captain Yash Dhull led his side to victory with a man of the match performance
<table>
<tr><td>Under-19 World Cup semi-final, Coolidge Cricket Ground, Antigua</td></tr><tr><td>India U19 290-5… [+1458 chars]",Helping,,,POSITIVE,0.7851356863975525
90,BBC News,,"Arteta says he was 'the solution, not the problem' in relationship with Aubameyang","Arsenal manager Mikel Arteta says he was ""the solution, not the problem"" in his relationship with former Gunners striker Pierre-Emerick Aubameyang.",https://www.bbc.co.uk/sport/football/60315986,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/56F3/production/_123195222_gettyimages-1341627506.jpg,2022-02-09T11:32:15Z,"Pierre-Emerick Aubameyang scored 92 goals in 163 games for Arsenal, helping them win the FA Cup in 2020
Arsenal manager Mikel Arteta says he was ""the solution, not the problem"" in his relationship w… [+1561 chars]",Helping,,,POSITIVE,0.9816919565200806
91,BBC News,https://www.facebook.com/bbcnews,Hugo Torres: Nicaraguan ex-rebel leader dies after being jailed,"Former revolutionary general Hugo Torres has died aged 73, eight months after being detained for treason.",https://www.bbc.co.uk/news/world-latin-america-60365011,https://ichef.bbci.co.uk/news/1024/branded_news/6DB3/production/_123238082_gettyimages-1238422353.jpg,2022-02-13T04:31:27Z,"Image source, Getty Images
Image caption, The former army general was detained last year on treason charges
Former Nicaraguan rebel leader Hugo Torres has died in prison aged 73, eight months after… [+1565 chars]",Helping,,,NEGATIVE,0.9646832942962646
92,Vice News,"Dexter Thomas, Leah Feiger",Furries Are Leading the War Against a Book-Banning Mississippi Mayor,Furries are helping fund a library after a mayor tried to ban books containing “homosexual materials.”,https://www.vice.com/en/article/wxdpen/mississippi-furry-book-banning,https://video-images.vice.com/articles/61fa8212c2be26009a10632a/lede/1643812721583-mississippi-furry-book-banning.jpeg?image-resize-opts=Y3JvcD0xeHc6MXhoO2NlbnRlcixjZW50ZXImcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2022-02-02T15:09:16Z,"Last week, a Mississippi mayor tried to strong-arm a local library into banning some books. The result was swift, and in retrospect, entirely predictable: a group of furries got on Twitter to do some… [+7225 chars]",Helping,,,POSITIVE,0.8929967880249023
93,Substack.com,Michael Shellenberger,Slow-Motion Suicide in San Francisco,The city is carrying out a bizarre medical experiment in which they are helping homeless drug addicts use drugs. ‘It’s handing a loaded gun to a suicidal person.’,https://bariweiss.substack.com/p/slow-motion-suicide-in-san-francisco,"https://cdn.substack.com/image/fetch/w_1200,c_limit,f_jpg,q_auto:good,fl_progressive:steep/https%3A%2F%2Fbucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com%2Fpublic%2Fimages%2Fbb3fb9be-235f-4226-b1e9-34402ba31f01_3500x2333.jpeg",2022-02-07T16:48:58Z,"At this point all I can say is: go and see it. 
Over the past two years, more than 1,360 people have died from drug overdoses in San Francisco. That is more than double the number who have died from… [+14531 chars]",Helping,,,NEGATIVE,0.9974679946899414
94,Blog.google,"Scott BeaumontPresident, Asia Pacific",Partnerships to build a safer internet in Asia Pacific,"Over the past two years, millions of people throughout Asia-Pacific have started using the internet for the first time, lifting the region’s online population to more than 2.5 billion. This wave of digital adoption has created new opportunities, helping peopl…",https://blog.google/around-the-globe/google-asia/partnerships-safer-internet-asia/,https://storage.googleapis.com/gweb-uniblog-publish-prod/images/XTsYt3aunDye9nS.max-1300x1300.png,2022-02-07T02:00:00Z,"Over the past two years, millions of people throughout Asia-Pacific have started using the internet for the first time, lifting the regions online population to more than 2.5 billion. This wave of di… [+2500 chars]",Helping,,,POSITIVE,0.9989664554595947
95,Vice News,"Audrey Carleton, Jordan Pearson",Texas Bitcoin Miners Shutting Down to Help Power Grid Survive Winter Storm,Bitcoin miners in energy-rich Texas are seizing the moment to make good on their promises of helping the power grid during Winter Storm Landon.,https://www.vice.com/en/article/qjbwb5/texas-bitcoin-miners-shutting-down-to-help-power-grid-survive-winter-storm,https://video-images.vice.com/articles/61fc4ed0ad8f5f009cfb420a/lede/1643926089512-untitled-design-38.jpeg?image-resize-opts=Y3JvcD0xeHc6MXhoO2NlbnRlcixjZW50ZXImcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2022-02-04T14:00:00Z,"Cryptocurrency miners in Texas are temporarily shutting down to serve a grid that’s predicted to be strained under Winter Storm Landon. 
As the weather event careens through Texas, legislators are g… [+5510 chars]",Helping,,,POSITIVE,0.6928451061248779
96,Vice News,"Nathaniel Janowitz, Deborah Bonello",Kids as Young as 6 Are Using Meth in Mexico's Spiraling Addiction Crisis,"There are only a few rehab clinics focused on helping minors with drug addiction, and they are overwhelmed by demand.",https://www.vice.com/en/article/7kbwyz/mexico-kids-meth-addiction-crisis,https://video-images.vice.com/articles/61f858fac5a5d30096412721/lede/1643667311366-mexico-kids-meth-addiction-crisis.jpeg?image-resize-opts=Y3JvcD0xeHc6MC43NDkyeGg7MHh3LDAuMTUxNXhoJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg,2022-02-01T13:00:00Z,"CIUDAD GUZMAN, Mexico—After days long drug binges, the worst was the “hallucinations,” said 16-year-old Edgar, who had been hospitalized for his methamphetamine addiction. Edgar started using meth wh… [+11227 chars]",Helping,,,NEGATIVE,0.9533738493919373
97,Ctvnews.ca,,American donors to trucker convoy may be outnumbering Canadians: CTV News analysis - CTV News,"<ol><li>American donors to trucker convoy may be outnumbering Canadians: CTV News analysis  CTV News
</li><li>Trucker protests: Ottawa police concerned over safety of children among convoy protesters  Global News
</li><li>Conservatives forcing vote on a pla…",https://www.ctvnews.ca/canada/american-donors-to-trucker-convoy-may-be-outnumbering-canadians-ctv-news-analysis-1.5775986,https://www.ctvnews.ca/polopoly_fs/1.5759232.1643410781!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2022-02-10T15:32:00Z,"A fundraising effort for the trucker convoy occupying Ottawa streets and making demands of the Canadian government has hit more than US$8 million, with an analysis by CTV News showing that donations … [+3973 chars]",Helping,,,NEGATIVE,0.8013458251953125
98,NHL News,Nicholas J. Cotsonika,NHL All-Star Skills events on Las Vegas Strip make for one-of-a-kind show - NHL.com,"<ol><li>NHL All-Star Skills events on Las Vegas Strip make for one-of-a-kind show  NHL.com
</li><li>Complete results of 2022 NHL All-Star Skills Competition  Sportsnet.ca
</li><li>Hedman, Kyrou, Aho win big in Vegas NHL skills competition  TSN
</li><li>Gol…",https://www.nhl.com/news/nhl-all-star-skills-on-las-vegas-strip-one-of-a-kind-show/c-330526836,https://cms.nhl.bamgrid.com/images/photos/330527882/1024x576/cut.jpg,2022-02-05T06:47:26Z,"LAS VEGAS --Zach Werenski raised his arms in triumph in the middle of the Fountains of Bellagio on Thursday, water shooting into the night sky behind him in the heart of the Las Vegas Strip.The Colum… [+9335 chars]",Helping,,,POSITIVE,0.9988118410110474
99,CP24 Toronto's Breaking News,Mia Rabson and Marie Woolf,Convoy protests creating political nightmare for Liberals and Conservatives alike - CP24 Toronto's Breaking News,"<ol><li>Convoy protests creating political nightmare for Liberals and Conservatives alike  CP24 Toronto's Breaking News
</li><li>Conservatives forcing vote on a plan to end mandates  CTV News
</li><li>How a former Trump official wound up at Ottawa's convoy …",https://www.cp24.com/news/convoy-protests-creating-political-nightmare-for-liberals-and-conservatives-alike-1.5776393,https://www.cp24.com/polopoly_fs/1.5776397.1644521654!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2022-02-10T19:34:43Z,"OTTAWA - Toronto Liberal MP Nathaniel Erskine-Smith says he agrees with his colleague Joel Lightbound that divisive rhetoric about getting vaccinated has to end, even if he is not fully onside with e… [+5783 chars]",Helping,,,NEGATIVE,0.9972877502441406
100,New York Times,Jeré Longman and Kevin Draper,"Larry Miller, of Nike's Jordan Brand, Asks Forgiveness for 1965 Murder","Barbara Mack hugged Larry Miller after he apologized for killing her brother, Edward David White. But if she were 30 years younger, she told him, “I would have been across that table at you.”",https://www.nytimes.com/2022/01/18/sports/larry-miller-nike-book.html,https://static01.nyt.com/images/2022/01/18/multimedia/18miller-folo4/18miller-folo4-facebookJumbo.jpg,2022-01-18T16:29:16Z,"Mr. Miller kept apologizing, she said, and at times tears welled in his eyes.
At the end of the meeting, Mrs. Mack said in an interview on Sunday, Mr. Miller asked if he could hug her and she said y… [+2150 chars]",Forgiveness,,,NEGATIVE,0.8922638893127441
101,The Guardian,Jedidajah Otte,Londoner who drove car at knife attacker says it was his ‘duty’,"Abraham, 26, said he had prayed for God’s forgiveness after the incident in Maida ValeA father who was released without charge after ploughing his car into a knife attacker to try to stop him killing a woman has said it was his “duty” to act.Abraham, 26, who …",https://amp.theguardian.com/uk-news/2022/feb/05/londoner-who-drove-car-at-knife-attacker-says-it-was-his-duty,https://i.guim.co.uk/img/media/e1244c99223fefe93932f5fb69fde0dd3cb6c01f/0_668_2373_1422/master/2373.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=1059050c60fff77f00060f1a13c2090a,2022-02-05T14:38:20Z,"A father who was released without charge after ploughing his car into a knife attacker to try to stop him killing a woman has said it was his duty to act.
Abraham, 26, who was originally arrested on… [+3015 chars]",Forgiveness,,,NEGATIVE,0.8224385380744934
102,Business Insider,asheffey@businessinsider.com (Ayelet Sheffey),"70,000 student-loan borrowers had debt wiped out after recent reforms. Here's how to know if you're eligible.","Since Biden reformed Public Service Loan Forgiveness last fall, thousands of teachers, military, and other nonprofit or public workers can get relief.",https://www.businessinsider.com/do-i-qualify-for-public-service-loan-forgiveness-student-debt-2022-1,https://i.insider.com/61eae3702b43ff00185e0469?width=1200&format=jpeg,2022-01-21T17:31:30Z,"The Public Service Loan Forgiveness (PSLF) program, which forgives student debt for workers like teachers, firefighters, and nonprofits, isn't working perfectly. But reforms are underway, and thousan… [+4066 chars]",Forgiveness,,,POSITIVE,0.8185815215110779
103,Business Insider,insider@insider.com (Lauren Frias),"Elizabeth Warren says $20,000 in student loan debt 'might as well be $20 million' for people who are working at minimum wage",Warren expressed her support for people organizing protests or a debt strike should student loan forgiveness continue to be put on the back burner.,https://www.businessinsider.com/elizabeth-warren-college-debt-million-for-minimum-wage-workers-2022-1,https://i.insider.com/61ef4442702f4b001866cee8?width=1200&format=jpeg,2022-01-25T03:50:35Z,"Sen. Elizabeth Warren of Massachusetts said $20,000 in student loan debt ""might as well be $20 million"" for people working at minimum wage because ""they don't have enough extra money to pay it.""
In … [+2409 chars]",Forgiveness,,,NEGATIVE,0.7631697058677673
104,NerdWallet,Anna Helhoski,Student Loan Payment Plan Promises Forgiveness But Rarely Delivers,Student loan forgiveness through income-driven repayment sounds like the best of all worlds: a monthly payment sized to match your paycheck that disappears — along with any remaining balance —…,https://www.nerdwallet.com/article/loans/student-loans/student-loan-payment-plan-promises-forgiveness-but-rarely-delivers,https://assets.entrepreneur.com/providers/nerdwallet/hero-image-nerdwallet-416226.jpeg,2022-02-01T14:00:21Z,Student loan forgiveness through income-driven repayment sounds like the best of all worlds: a monthly payment sized to match your paycheck that disappears along with any remaining balance after a se… [+8321 chars],Forgiveness,,,POSITIVE,0.7076506614685059
105,Business Insider,insider@insider.com (Leo Aquino),3 types of people who still aren't covered under student loan forgiveness,"If you've refinanced your student loans or use a private loan servicer, you may be ineligible for student loan forgiveness under PSLF.",https://www.businessinsider.com/personal-finance/student-loan-forgiveness-people-not-covered-2022-1,https://i.insider.com/61eaf8cb2b43ff00185e0cba?width=1200&format=jpeg,2022-01-27T21:27:26Z,"President Biden has cancelled $1.5 billion worth of student loan debt, according to Forbes, but only 1.5% of borrowers have actually benefitted from existing student loan forgiveness programs.
As of… [+3007 chars]",Forgiveness,,,NEGATIVE,0.9824116826057434
106,Business Insider,asheffey@businessinsider.com (Ayelet Sheffey),"The majority of Americans want student-loan forgiveness to be a priority for Biden, survey finds","Over a third of Gen Z and millennials think student-loan forgiveness should be one of Biden's highest priorities, per CNBC.",https://www.businessinsider.com/student-loan-debt-forgiveness-should-be-biden-priority-cnbc-survey-2022-1,https://i.insider.com/61f408bd792e7300116c0213?width=1200&format=jpeg,2022-01-28T15:36:33Z,"President Joe Biden has been in office for over a year, and most Americans think it's time he push the student debt crisis up on his agenda.
A CNBC survey released Friday found that of 5,162 America… [+3290 chars]",Forgiveness,,,POSITIVE,0.8938749432563782
107,NPR,The Associated Press,Retired Pope Benedict doesn't admit wrongdoing for the way he handled sex abuse cases,"He asked forgiveness for any ""grievous faults"" in his handling of clergy sex abuse cases, but admitted to no personal or specific wrongdoing after an independent report criticized his actions.",https://www.npr.org/2022/02/08/1079149031/pope-benedict-wrongdoing-pardon-sex-abuse,https://media.npr.org/assets/img/2022/02/08/ap22039430242724_wide-565702302801d6f49e3742b905c3291165088873.jpg?s=1400,2022-02-08T13:34:28Z,"Retired Pope Benedict XVI is shown here sitting in St. Peter's Basilica as he attends the ceremony marking the start of the Holy Year in 2015.
Gregorio Borgia/AP
ROME Retired Pope Benedict XVI aske… [+5469 chars]",Forgiveness,,,NEGATIVE,0.6423518657684326
108,Business Insider,asheffey@businessinsider.com (Ayelet Sheffey),"30,000 union workers call on Biden to cancel all student debt: 'We are wanting to let him know that unions have demands on him'","A Western Massachusetts labor union said if Biden is a ""union-friendly president,"" he should cancel student debt.",https://www.businessinsider.com/massachusetts-union-workers-urge-biden-cancel-all-student-loan-debt-2022-1,https://i.insider.com/61e70f5b7c6a200018426d62?width=1200&format=jpeg,2022-01-18T19:39:45Z,"One way President Joe Biden can show he is truly ""union-friendly"" is by canceling all student debt, according to a group of labor unions.
Last week, the Western Massachusetts Area Labor Federation, … [+3329 chars]",Forgiveness,,,NEGATIVE,0.9831478595733643
109,New York Times,Jonathan Weisman,Pelosi Says She Would Accept Stock Ban for Lawmakers and Judges,"The speaker had resisted a ban, which has been championed by lawmakers in competitive re-election races. Now she says she would be open to it if it included the judicial branch.",https://www.nytimes.com/2022/02/09/us/politics/pelosi-stock-trading-congress.html,https://static01.nyt.com/images/2022/02/09/us/politics/09dc-stocks/09dc-stocks-facebookJumbo.jpg,2022-02-09T17:14:42Z,She also called for stricter penalties on lawmakers who flout existing rules on reporting stock ownership and trading under a 2012 law called the Stop Trading on Congressional Knowledge (STOCK) Act. … [+1480 chars],Forgiveness,,,NEGATIVE,0.7177067399024963
110,New York Times,Jonathan Weisman,Pelosi Endorses Stock-Trading Ban for Lawmakers,"The speaker had resisted a ban, which has been championed by lawmakers in competitive re-election races. Now she says she would be open to it if it included the judicial branch.",https://www.nytimes.com/2022/02/09/us/politics/congress-stock-trading.html,https://static01.nyt.com/images/2022/02/09/us/politics/09dc-stocks/09dc-stocks-facebookJumbo.jpg,2022-02-09T16:57:32Z,She also called for stricter penalties on lawmakers who flout existing rules on reporting stock ownership and trading under a 2012 law called the Stop Trading on Congressional Knowledge (STOCK) Act. … [+1478 chars],Forgiveness,,,NEGATIVE,0.7177067399024963
111,Business Insider,jzitser@businessinsider.com (Joshua Zitser),A repentant anti-vax activist is reportedly urging people to get vaccinated after a 'fan' of his died of COVID-19,"Dr.Pasquale Bacco, a doctor and popular former anti-vax speaker, posted a video on Instagram urging his followers to get vaccinated.",https://www.businessinsider.com/italy-prominent-anti-vaxxer-repents-after-fans-covid-19-death-say-reports-2022-2,https://i.insider.com/6207d2a6e2fe3c0019ea5725?width=1200&format=jpeg,2022-02-12T16:43:13Z,"An Italian doctor who was a prominent voice in Italy's anti-vaccine movement has had a change of heart, according to reports.
Pasquale Ba cco spoke at around 300 anti-vaccine protests in Italy, News… [+1542 chars]",Forgiveness,,,NEGATIVE,0.9993921518325806
112,New York Times,The New York Times,Wall Street is mixed as investors weigh a surprising jobs report and Amazon earnings.,Investors took the strong showing as a reason for the Federal Reserve to move quickly as it starts to raise interest rates this year.,https://www.nytimes.com/live/2022/02/04/business/stock-market-economy-news,https://static01.nyt.com/images/2022/02/03/multimedia/03amazon/03amazon-facebookJumbo.jpg,2022-02-04T15:01:08Z,"Amazon said it was raising the annual price of its Prime shipping club to $139, from $119.Credit...Roger Kisby for The New York Times
An improving economy and a persistent virus are beginning to wei… [+3120 chars]",Forgiveness,,,POSITIVE,0.9777347445487976
113,New York Times,Sonia Purnell,Boris Johnson Has Survived Many Scandals. This One Is Different.,"What might seem like an overblown reaction to a gathering in a garden — as opposed to, say, a violent insurrection — could well have historic repercussions.",https://www.nytimes.com/2022/01/15/opinion/boris-johnson-party-covid.html,https://static01.nyt.com/images/2022/01/17/opinion/15purnell_2/15purnell_2-facebookJumbo.jpg,2022-01-15T16:00:06Z,"The charge sheet is endless but so too, apparently, is the forgiveness of the British public for a man many perceive to be fun, optimistic and, despite his unfailingly elitist outlook, somehow one of… [+2749 chars]",Forgiveness,,,NEGATIVE,0.9644626975059509
114,New York Times,Alex McElroy,Why Holding a Grudge Is So Satisfying,"A good grudge is watered down, drinkable and refreshingly effervescent, the low-calorie lager to resentment’s bootleg grain alcohol.",https://www.nytimes.com/2022/01/18/magazine/grudge-recommendation.html,https://static01.nyt.com/images/2022/01/23/magazine/23mag-LOR-1/23mag-LOR-1-facebookJumbo-v2.jpg,2022-01-18T10:00:04Z,"No one is too good for a grudge. In the Iliad, Apollo inflicts a plague on the Achaeans because they disrespected his priest. King Henry VIII upended his countrys relationship with Catholicism, one c… [+2883 chars]",Forgiveness,,,POSITIVE,0.9993884563446045
115,MarketWatch,Chris Matthews,"Washington Watch: Student loan forgiveness: Republican opposition will face an ‘uphill slog’ in courts, experts say","Republicans are lining up to oppose further action to relieve borrowers of federal student debt, but they may be powerless to stop forgiveness in the courts.",https://www.marketwatch.com/story/student-loan-forgiveness-republican-opposition-will-face-an-uphill-slog-in-courts-experts-say-11644675893,https://images.mktw.net/im-480490/social,2022-02-12T14:24:00Z,"The debate over whether President Biden can and should cancel trillions in student loan debt is heating up, now that his legislative agenda appears to be losing steam. Congressional Republicans are a… [+5622 chars]",Forgiveness,,,POSITIVE,0.5184952020645142
